iter	Passed	Remaining
351	1087601	16375813
352	1090573	16370954
353	1093529	16365870
354	1096402	16359554
355	1099416	16355371
356	1102410	16350874
357	1105367	16345848
358	1108374	16341578
359	1111321	16336423
360	1114202	16330315
361	1117289	16327242
362	1120255	16322397
363	1123256	16318078
364	1126273	16313996
365	1129421	16311810
366	1132394	16307092
367	1135270	16300996
368	1138563	16300892
369	1141515	16295912
370	1144440	16290533
371	1147384	16285453
372	1150283	16279747
373	1154033	16286060
374	1158912	16308219
375	1163261	16322784
376	1166710	16324668
377	1170121	16325975
378	1173411	16325592
379	1176643	16324381
380	1179557	16318759
381	1182527	16313922
382	1185463	16308636
383	1188446	16303998
384	1191450	16299657
385	1194334	16293699
386	1197298	16288834
387	1200292	16284379
388	1203233	16279229
389	1206183	16274193
390	1209154	16269465
391	1212107	16264504
392	1214981	16258488
393	1218036	16254908
394	1221046	16250742
395	1223999	16245805
396	1226901	16240214
397	1229833	16235041
398	1232881	16231394
399	1235863	16226882
400	1238897	16223070
401	1241971	16219778
402	1244953	16215288
403	1247898	16210324
404	1250887	16205942
405	1253890	16201747
406	1256844	16196932
407	1259803	16192182
408	1262765	16187476
409	1265631	16181561
410	1268509	16175809
411	1271428	16170595
412	1274460	16166827
413	1277447	16162489
414	1280519	16159224
415	1283496	16154780
416	1286714	16153362
417	1289969	16152392
418	1293066	16149447
419	1296162	16146483
420	1299086	16141383
421	1301908	16135022
422	1304907	16130872
423	1307841	16125929
424	1310868	16122145
425	1313818	16117406
426	1316821	16113332
427	1319676	16107449
428	1323084	16108323
429	1326259	16106343
430	1329313	16102891
431	1332274	16098315
432	1335305	16094591
433	1338352	16091062
434	1341364	16087122
435	1344267	16081877
436	1347166	16076601
437	1350109	16071848
438	1353022	16066758
439	1355945	16061793
440	1358860	16056734
441	1361774	16051686
442	1364685	16046600
443	1367693	16042673
444	1370679	16038485
445	1373618	16033764
446	1376838	16032308
447	1380051	16030780
448	1383006	16026240
449	1385927	16021324
450	1388838	16016293
451	1391765	16011458
452	1394702	16006753
453	1397618	16001804
454	1400613	15997772
455	1403569	15993310
456	1406496	15988507
457	1409412	15983597
458	1412388	15979379
459	1415338	15974859
460	1418266	15970115
461	1421251	15966009
462	1424149	15960937
463	1427135	15956853
464	1430097	15952509
465	1433207	15949816
466	1436191	15945721
467	1439184	15941738
468	1442133	15937263
469	1445053	15932488
470	1447908	15926989
471	1450896	15922972
472	1453842	15918494
473	1457330	15919950
474	1461227	15925843
475	1464410	15923923
476	1467417	15920091
477	1470635	15918549
478	1473596	15914228
479	1476551	15909839
480	1479535	15905773
481	1482591	15902485
482	1485443	15897009
483	1488429	15892980
484	1491338	15888139
485	1494272	15883565
486	1497144	15878334
487	1500087	15873879
488	1503007	15869176
489	1505961	15864844
490	1508856	15859889
491	1511795	15855419
492	1514709	15850683
493	1517556	15845255
494	1520553	15841407
495	1523504	15837079
496	1526425	15832438
497	1529285	15827188
498	1532273	15823260
499	1535159	15818284
500	1538115	15814034
501	1541252	15811652
502	1544132	15806637
503	1547086	15802379
504	1550091	15798655
505	1553216	15796147
506	1556173	15791934
507	1559162	15788053
508	1562079	15783449
509	1565049	15779381
510	1567911	15774228
511	1570841	15769777
512	1573752	15765136
513	1577231	15766181
514	1580730	15767402
515	1583690	15763242
516	1586607	15758660
517	1589580	15754645
518	1592555	15750649
519	1595743	15748759
520	1598779	15745365
521	1601521	15739091
522	1604415	15734317
523	1607267	15729141
524	1610255	15725291
525	1613106	15720123
526	1616041	15715771
527	1619118	15712809
528	1622073	15708662
529	1625047	15704703
530	1628018	15700716
531	1630966	15696524
532	1633904	15692231
533	1636771	15687259
534	1639725	15683136
535	1642631	15678547
536	1645534	15673944
537	1648463	15669591
538	1651417	15665490
539	1654315	15660857
540	1657196	15656068
541	1660939	15659407
542	1664460	15660641
543	1667419	15656577
544	1670393	15652663
545	1673261	15647751
546	1676267	15644141
547	1679395	15641668
548	1682440	15638424
549	1685304	15633501
550	1688212	15628988
551	1691183	15625062
552	1694206	15621621
553	1697209	15618001
554	1700159	15613894
555	1703087	15609595
556	1706032	15605453
557	1708974	15601280
558	1711908	15597046
559	1714803	15592460
560	1717741	15588275
561	1720858	15585708
562	1723774	15581325
563	1726800	15577948
564	1729722	15573628
565	1732870	15571339
566	1735807	15567158
567	1738769	15563212
568	1741875	15560550
569	1744824	15556486
570	1747794	15552618
571	1750727	15548414
572	1753661	15544237
573	1756618	15540258
574	1759589	15536412
575	1762522	15532228
576	1765596	15529294
577	1768658	15526251
578	1771771	15523655
579	1774643	15518952
580	1777637	15515317
581	1780583	15511270
582	1783507	15507031
583	1786410	15502615
584	1789456	15499444
585	1792477	15496058
586	1795390	15491742
587	1798571	15489739
588	1801637	15486740
589	1804464	15481692
590	1807362	15477259
591	1810433	15474312
592	1813376	15470273
593	1816269	15465813
594	1819352	15462965
595	1822301	15458984
596	1825260	15455091
597	1828498	15453561
598	1831520	15450207
599	1834494	15446441
600	1837490	15442868
601	1840519	15439572
602	1843441	15435381
603	1846646	15433563
604	1849643	15429999
605	1852667	15426664
606	1855562	15422258
607	1858610	15419130
608	1861591	15415448
609	1864592	15411928
610	1867536	15407942
611	1870608	15405009
612	1873493	15400545
613	1876524	15397284
614	1879488	15393467
615	1882505	15390094
616	1885478	15386359
617	1888747	15385041
618	1891895	15382731
619	1894918	15379400
620	1897884	15375611
621	1900962	15372736
622	1903836	15368210
623	1907167	15367372
624	1910273	15364715
625	1913240	15360938
626	1916164	15356818
627	1919062	15352503
628	1922254	15350535
629	1925314	15347504
630	1928488	15345393
631	1931401	15341192
632	1934378	15337515
633	1937283	15333265
634	1940302	15329917
635	1943231	15325861
636	1946128	15321558
637	1949058	15317525
638	1952014	15313688
639	1955008	15310157
640	1957957	15306282
641	1960971	15302911
642	1963956	15299316
643	1966888	15295307
644	1969770	15290917
645	1972665	15286631
646	1975575	15282465
647	1978972	15282062
648	1981910	15278116
649	1984831	15274038
650	1987815	15270451
651	1990743	15266435
652	1993662	15262358
653	1996512	15257750
654	1999413	15253540
655	2002348	15249596
656	2005264	15245504
657	2008252	15241964
658	2011211	15238211
659	2014212	15234771
660	2017247	15231593
661	2020280	15228397
662	2023235	15224619
663	2026167	15220670
664	2029122	15216896
665	2032097	15213270
666	2035112	15209949
667	2038090	15206349
668	2041058	15202678
669	2044050	15199194
670	2047022	15195554
671	2049953	15191620
672	2052928	15188010
673	2055891	15184313
674	2058938	15181242
675	2061894	15177498
676	2064818	15173514
677	2067742	15169543
678	2070717	15165946
679	2073625	15161859
680	2076543	15157849
681	2079367	15153159
682	2082432	15150228
683	2085496	15147286
684	2088886	15146715
685	2092471	15147541
686	2095347	15143234
687	2098296	15139450
688	2101199	15135347
689	2104095	15131192
690	2106989	15127025
691	2109978	15123543
692	2112885	15119476
693	2115785	15115367
694	2118692	15111310
695	2121637	15107521
696	2124517	15103280
697	2127380	15098917
698	2130295	15094925
699	2133162	15090598
700	2136180	15087343
701	2139083	15083279
702	2142053	15079692
703	2145059	15076354
704	2148000	15072565
705	2150988	15069103
706	2153978	15065663
707	2156958	15062152
708	2159854	15058055
709	2162766	15054074
710	2165692	15050195
711	2168579	15046043
712	2171552	15042492
713	2174512	15038855
714	2177501	15035419
715	2180496	15032025
716	2183410	15028079
717	2186257	15023666
718	2189172	15019734
719	2192024	15015365
720	2195140	15012809
721	2198103	15009208
722	2201000	15005160
723	2203972	15001623
724	2206961	14998203
725	2209924	14994612
726	2212697	14989731
727	2215560	14985463
728	2218522	14981873
729	2221711	14979816
730	2224818	14977198
731	2227788	14973657
732	2230613	14969148
733	2233547	14965375
734	2236375	14960898
735	2239305	14957100
736	2242204	14953098
737	2245191	14949687
738	2248090	14945691
739	2251041	14942046
740	2253940	14938058
741	2256904	14934501
742	2259847	14930809
743	2262780	14927049
744	2265664	14922972
745	2268653	14919589
746	2271550	14915599
747	2274457	14911686
748	2277748	14910284
749	2280739	14906913
750	2283590	14902635
751	2286546	14899040
752	2289539	14895688
753	2292608	14892831
754	2295490	14888761
755	2298389	14884811
756	2301326	14881099
757	2304215	14877087
758	2307119	14873167
759	2310009	14869166
760	2312920	14865298
761	2315875	14861718
762	2318756	14857669
763	2321778	14854519
764	2324697	14850713
765	2327625	14846968
766	2330840	14845051
767	2334547	14846263
768	2337723	14844086
769	2340655	14840360
770	2343591	14836667
771	2346538	14833044
772	2349402	14828893
773	2352367	14825386
774	2355262	14821440
775	2358135	14817357
776	2361091	14813798
777	2364038	14810187
778	2367112	14807364
779	2370205	14804668
780	2373151	14801048
781	2376106	14797490
782	2379041	14793812
783	2381997	14790261
784	2384980	14786877
785	2388121	14784475
786	2391152	14781392
787	2394360	14779401
788	2397502	14777001
789	2400436	14773316
790	2403357	14769556
791	2406315	14766028
792	2409230	14762235
793	2412102	14758181
794	2415011	14754350
795	2417981	14750899
796	2420915	14747232
797	2423819	14743383
798	2426698	14739384
799	2429573	14735363
800	2432584	14732166
801	2435534	14728607
802	2438499	14725133
803	2441504	14721906
804	2444426	14718177
805	2447287	14714090
806	2450253	14710629
807	2453199	14707052
808	2456105	14703234
809	2459070	14699775
810	2461984	14696014
811	2465082	14693347
812	2467968	14689418
813	2470871	14685597
814	2473760	14681692
815	2476877	14679139
816	2479820	14675560
817	2482970	14673199
818	2486069	14670541
819	2489064	14667265
820	2492092	14664185
821	2495046	14660675
822	2498014	14657244
823	2500925	14653480
824	2503954	14650412
825	2506907	14646897
826	2509847	14643307
827	2512747	14639483
828	2515617	14635491
829	2518591	14632107
830	2521576	14628786
831	2524482	14625007
832	2527342	14620964
833	2530351	14617787
834	2533227	14613840
835	2536143	14610129
836	2539041	14606315
837	2541918	14602382
838	2544844	14598732
839	2547674	14594537
840	2550581	14590783
841	2553480	14586982
842	2556438	14583524
843	2559302	14579532
844	2562232	14575921
845	2565082	14571852
846	2567932	14567785
847	2570862	14564181
848	2574107	14562354
849	2577957	14563942
850	2581338	14562875
851	2584459	14560334
852	2587343	14556458
853	2590303	14553018
854	2593235	14549418
855	2596161	14545780
856	2599118	14542323
857	2602017	14538545
858	2604912	14534742
859	2607762	14530697
860	2610697	14527122
861	2613649	14523646
862	2616589	14520098
863	2619399	14515837
864	2622450	14512914
865	2625346	14509130
866	2628163	14504913
867	2631051	14501095
868	2633966	14497425
869	2636948	14494121
870	2639814	14490185
871	2642745	14486608
872	2645619	14482721
873	2648518	14478974
874	2651438	14475336
875	2654362	14471731
876	2657242	14467883
877	2660217	14464553
878	2663087	14460657
879	2665965	14456804
880	2668922	14453384
881	2671720	14449098
882	2674691	14445756
883	2677604	14442101
884	2680532	14438528
885	2683390	14434581
886	2686247	14430632
887	2689145	14426902
888	2692052	14423223
889	2694965	14419581
890	2697923	14416176
891	2700918	14412970
892	2703787	14409095
893	2706679	14405346
894	2709517	14401314
895	2712434	14397696
896	2715359	14394129
897	2718236	14390306
898	2721113	14386485
899	2723965	14382540
900	2726844	14378734
901	2729662	14374609
902	2732601	14371124
903	2735501	14367432
904	2738373	14363600
905	2741446	14360820
906	2744378	14357306
907	2747400	14354257
908	2750338	14350774
909	2753232	14347062
910	2756147	14343464
911	2759080	14339955
912	2762000	14336383
913	2764831	14332356
914	2767728	14328664
915	2770660	14325160
916	2773515	14321262
917	2776725	14319191
918	2779719	14316008
919	2782668	14312596
920	2785430	14308219
921	2788295	14304378
922	2791225	14300871
923	2794095	14297062
924	2796990	14293379
925	2799824	14289387
926	2802664	14285423
927	2805565	14281777
928	2808546	14278541
929	2811454	14274931
930	2814346	14271247
931	2817277	14267757
932	2820184	14264150
933	2823080	14260486
934	2825927	14256575
935	2828856	14253084
936	2831904	14250192
937	2834999	14247536
938	2837933	14244069
939	2840828	14240409
940	2843658	14236425
941	2846590	14232951
942	2849475	14229244
943	2852457	14226027
944	2855327	14222251
945	2858174	14218362
946	2861283	14215776
947	2864203	14212252
948	2867194	14209080
949	2870126	14205614
950	2873008	14201908
951	2875891	14198201
952	2879320	14197195
953	2882198	14193469
954	2885097	14189845
955	2887941	14185955
956	2890890	14182582
957	2893793	14178983
958	2896651	14175165
959	2899567	14171637
960	2902497	14168173
961	2905429	14164723
962	2908309	14161020
963	2911262	14157673
964	2914174	14154128
965	2917132	14150809
966	2920134	14147705
967	2923133	14144582
968	2926169	14141640
969	2929102	14138204
970	2932023	14134707
971	2934859	14130804
972	2937805	14127434
973	2940699	14123812
974	2943641	14120423
975	2946463	14116460
976	2949351	14112812
977	2952290	14109412
978	2955130	14105541
979	2958011	14101865
980	2960926	14098356
981	2963756	14094440
982	2966670	14090930
983	2969654	14087752
984	2972547	14084140
985	2975422	14080445
986	2978565	14078022
987	2981518	14074698
988	2984444	14071248
989	2987336	14067640
990	2990177	14063792
991	2992956	14059656
992	2995872	14056162
993	2998890	14053151
994	3002529	14053047
995	3006088	14052560
996	3009262	14050266
997	3012235	14047037
998	3015112	14043361
999	3017965	14039574
1000	3021051	14036873
1001	3023875	14032953
1002	3026746	14029256
1003	3029559	14025292
1004	3032623	14022489
1005	3035557	14019085
1006	3038453	14015507
1007	3041496	14012606
1008	3044353	14008854
1009	3047269	14005369
1010	3050261	14002239
1011	3053120	13998496
1012	3056110	13995358
1013	3059119	13992305
1014	3062055	13988916
1015	3064865	13984958
1016	3067749	13981338
1017	3070578	13977465
1018	3073464	13973857
1019	3076508	13970966
1020	3079497	13967827
1021	3082518	13964836
1022	3085541	13961848
1023	3088496	13958556
1024	3091567	13955788
1025	3094512	13952452
1026	3097468	13949165
1027	3100441	13945953
1028	3103335	13942388
1029	3106284	13939072
1030	3109181	13935526
1031	3112021	13931723
1032	3114809	13927693
1033	3117776	13924461
1034	3120702	13921044
1035	3123568	13917367
1036	3126408	13913571
1037	3129294	13909987
1038	3132278	13906835
1039	3135166	13903257
1040	3138056	13899690
1041	3140972	13896239
1042	3143830	13892536
1043	3146690	13888841
1044	3149529	13885054
1045	3152460	13881674
1046	3155363	13878174
1047	3158239	13874555
1048	3161118	13870952
1049	3163992	13867327
1050	3166853	13863645
1051	3169713	13859964
1052	3172534	13856111
1053	3175361	13852289
1054	3178568	13850122
1055	3181390	13846278
1056	3184303	13842833
1057	3187207	13839349
1058	3190275	13836576
1059	3193121	13832844
1060	3195930	13828949
1061	3198894	13825728
1062	3201790	13822218
1063	3204663	13818606
1064	3207523	13814940
1065	3210392	13811312
1066	3213286	13807794
1067	3216169	13804233
1068	3219062	13800715
1069	3222104	13797835
1070	3225007	13794357
1071	3227851	13790634
1072	3230797	13787345
1073	3233713	13783928
1074	3236647	13780589
1075	3239549	13777116
1076	3242469	13773721
1077	3245403	13770386
1078	3248232	13766606
1079	3251130	13763120
1080	3254002	13759522
1081	3256844	13755801
1082	3259718	13752217
1083	3262603	13748683
1084	3265515	13745260
1085	3268429	13741850
1086	3271655	13739749
1087	3274670	13736760
1088	3277578	13733323
1089	3280525	13730051
1090	3283549	13727103
1091	3287047	13726131
1092	3291108	13727504
1093	3294754	13727140
1094	3297815	13724331
1095	3300773	13721099
1096	3303769	13718021
1097	3306776	13714989
1098	3309685	13711552
1099	3312607	13708170
1100	3315637	13705239
1101	3318652	13702241
1102	3321599	13698964
1103	3324452	13695300
1104	3327297	13691602
1105	3330208	13688181
1106	3333077	13684587
1107	3335982	13681142
1108	3338856	13677570
1109	3341979	13675018
1110	3345239	13673028
1111	3348300	13670218
1112	3351288	13667112
1113	3354258	13663935
1114	3357172	13660531
1115	3360062	13657029
1116	3362980	13653641
1117	3365864	13650115
1118	3368706	13646422
1119	3371625	13643040
1120	3374522	13639574
1121	3377436	13636174
1122	3380367	13632843
1123	3383205	13629139
1124	3386051	13625469
1125	3388981	13622142
1126	3391852	13618574
1127	3394688	13614869
1128	3397562	13611317
1129	3403795	13621207
1130	3408760	13626001
1131	3413578	13630191
1132	3416886	13628339
1133	3421769	13632765
1134	3426254	13635585
1135	3430159	13636093
1136	3433655	13634962
1137	3437827	13636515
1138	3442133	13638583
1139	3445731	13637844
1140	3449969	13639625
1141	3455829	13647802
1142	3460902	13652851
1143	3465459	13655848
1144	3471004	13662723
1145	3477656	13673926
1146	3483023	13680051
1147	3488189	13685372
1148	3492424	13687022
1149	3496612	13688477
1150	3500864	13690175
1151	3505338	13692727
1152	3509146	13692671
1153	3514225	13697561
1154	3517798	13696570
1155	3521490	13696041
1156	3524971	13694682
1157	3531632	13705663
1158	3537278	13712677
1159	3542082	13716409
1160	3547353	13721932
1161	3552278	13726101
1162	3557662	13732026
1163	3563960	13741455
1164	3570530	13751905
1165	3576984	13761881
1166	3582694	13768968
1167	3588761	13777403
1168	3594657	13785156
1169	3602058	13798654
1170	3607552	13804819
1171	3612935	13810537
1172	3619109	13819259
1173	3624756	13825943
1174	3630787	13834073
1175	3637333	13844136
1176	3643807	13853897
1177	3650619	13864914
1178	3657443	13875951
1179	3663014	13882203
1180	3669965	13893662
1181	3675349	13899164
1182	3680667	13904399
1183	3686208	13910454
1184	3691752	13916505
1185	3698353	13926515
1186	3704541	13934944
1187	3711724	13947084
1188	3718126	13956263
