iter	Logloss
770	0.1768210697
771	0.1767664279
772	0.1767145359
773	0.1766665062
774	0.1766033083
775	0.1765274473
776	0.1764392714
777	0.1764071396
778	0.1763248527
779	0.1762684254
780	0.1761824283
781	0.1761184997
782	0.1760825648
783	0.17599118
784	0.1759416114
785	0.1758753665
786	0.1757997307
787	0.175697192
788	0.1756072918
789	0.1755447257
790	0.1754958812
791	0.1753937829
792	0.1753572173
793	0.1753180711
794	0.1752365676
795	0.175183334
796	0.1751199338
797	0.1750576525
798	0.1749861623
799	0.1749422829
800	0.1748926097
801	0.1747885729
802	0.1747248392
803	0.1746194328
804	0.1745482379
805	0.1745173744
806	0.1744398194
807	0.1743938485
808	0.1743379727
809	0.1742742087
810	0.1742081442
811	0.1741103292
812	0.1739939506
813	0.1739326975
814	0.1738827698
815	0.1738403328
816	0.1737735089
817	0.1737284218
818	0.1736358011
819	0.1735783468
820	0.1735111451
821	0.1734291475
822	0.1733551606
823	0.1732926309
824	0.1731963985
825	0.1731345553
826	0.1730823429
827	0.1730242434
828	0.1729623723
829	0.1728985009
830	0.1728102586
831	0.1727411684
832	0.1727048719
833	0.1726269922
834	0.172576306
835	0.1724861005
836	0.1724466869
837	0.1724131438
838	0.1723169138
839	0.1722766921
840	0.1722254757
841	0.1721605813
842	0.1720741715
843	0.1720214637
844	0.1719331614
845	0.1718960298
846	0.1718186307
847	0.1717342429
848	0.1717009526
849	0.1716424419
850	0.1715938928
851	0.171527431
852	0.1714860787
853	0.1714340525
854	0.1713743202
855	0.1713190528
856	0.1712593438
857	0.1712127164
858	0.1711475398
859	0.1710989889
860	0.1710406543
861	0.1709521493
862	0.1708740763
863	0.1708371215
864	0.170794552
865	0.1707430231
866	0.1707078117
867	0.1706584639
868	0.1705732125
869	0.1704964805
870	0.1704436962
871	0.1703795355
872	0.1703290073
873	0.1702645132
874	0.1702151443
875	0.1701355565
876	0.1700837049
877	0.1699834741
878	0.1699284708
879	0.1698562222
880	0.1697900527
881	0.1697466455
882	0.1696562512
883	0.1695992221
884	0.1695106191
885	0.169462044
886	0.1694025578
887	0.1693470245
888	0.1692763509
889	0.1692052417
890	0.1691637202
891	0.1690917439
892	0.1690457914
893	0.1689733466
894	0.1689293816
895	0.1688707535
896	0.1687766033
897	0.1687064334
898	0.1686531559
899	0.1685961499
900	0.1685314598
901	0.1685088647
902	0.1684337832
903	0.1683747482
904	0.1683273201
905	0.1682473541
906	0.1681503091
907	0.1680980884
908	0.1680441996
909	0.1679799436
910	0.1679568541
911	0.1679113408
912	0.1678468254
913	0.1677751185
914	0.1677166835
915	0.1676371633
916	0.1675911843
917	0.1675474494
918	0.1674458445
919	0.1673400207
920	0.1672628727
921	0.1672085861
922	0.1671282645
923	0.167087324
924	0.1670462908
925	0.1670138011
926	0.1669816375
927	0.1669202981
928	0.1668343676
929	0.1667922114
930	0.1667344184
931	0.1666840227
932	0.1666376808
933	0.1665879513
934	0.1665410364
935	0.1664702908
936	0.1663926466
937	0.1662979172
938	0.1662103409
939	0.1661768289
940	0.1661434922
941	0.1660589023
942	0.1659897582
943	0.16591816
944	0.1658777721
945	0.1658402343
946	0.1657857991
947	0.1657268428
948	0.1656715855
949	0.165605322
950	0.165556919
951	0.1655209075
952	0.1654548949
953	0.165423538
954	0.165363274
955	0.1653121182
956	0.1652362722
957	0.1651758053
958	0.1651149528
959	0.165068429
960	0.1649948028
961	0.1649740383
962	0.1649265235
963	0.1648680107
964	0.1648325479
965	0.1648053644
966	0.1647643801
967	0.1646737398
968	0.1646091039
969	0.1645595
970	0.1644926871
971	0.1644609117
972	0.1644081399
973	0.1643709209
974	0.1642917436
975	0.1642655448
976	0.164227001
977	0.1641744973
978	0.1641379177
979	0.1640850478
980	0.1640376902
981	0.163999656
982	0.1638994016
983	0.1638336221
984	0.1637787135
985	0.1637481462
986	0.1637078271
987	0.16365594
988	0.1636112785
989	0.1635563317
990	0.1635209732
991	0.1634809456
992	0.1634431339
993	0.1634133224
994	0.1633494128
995	0.1633049347
996	0.1632262446
997	0.1631971316
998	0.1631563688
999	0.1631184642
1000	0.1630688251
1001	0.1629887694
1002	0.1629445184
1003	0.1629164496
1004	0.1628048836
1005	0.1627257849
1006	0.1626890789
1007	0.1626383682
1008	0.1626014594
1009	0.1625456897
1010	0.1624657958
1011	0.1624197483
1012	0.1623746452
1013	0.1622930732
1014	0.1622375482
1015	0.162213753
1016	0.1621653521
1017	0.1620705851
1018	0.1620248972
1019	0.1619633214
1020	0.1619151928
1021	0.1618599943
1022	0.1617942863
1023	0.1617736969
1024	0.1617110279
1025	0.1616533837
1026	0.1615931599
1027	0.1615445375
1028	0.1614828833
1029	0.1614021905
1030	0.1613552375
1031	0.1613331759
1032	0.1613148087
1033	0.1612670907
1034	0.161229648
1035	0.1611742835
1036	0.1611364541
1037	0.1610943121
1038	0.161012642
1039	0.1609634009
1040	0.1609094356
1041	0.1608539423
1042	0.1608108306
1043	0.1607817056
1044	0.1607476275
1045	0.1606945563
1046	0.1606316634
1047	0.160592117
1048	0.1605476084
1049	0.1605020563
1050	0.1604675223
1051	0.1604357811
1052	0.1604196583
1053	0.1603999405
1054	0.1603431508
1055	0.1602871838
1056	0.1602405649
1057	0.1601829798
1058	0.1601419373
1059	0.1601106351
1060	0.1600855322
1061	0.1599979005
1062	0.1599509788
1063	0.1598994041
1064	0.1598507153
1065	0.1598161282
1066	0.1597683531
1067	0.1597280666
1068	0.1596612681
1069	0.1596231384
1070	0.1595698297
1071	0.1595477941
1072	0.1594914636
1073	0.1594274316
1074	0.1593967796
1075	0.1593280396
1076	0.1592868091
1077	0.1592220174
1078	0.1591968353
1079	0.1591519384
1080	0.1591149351
1081	0.1590686494
1082	0.1590293024
1083	0.1589910736
1084	0.1589266987
1085	0.1588929211
1086	0.1588102841
1087	0.1587548304
1088	0.1587092102
1089	0.1586633499
1090	0.1586005911
1091	0.1585622858
1092	0.1585208085
1093	0.1584474996
1094	0.1584218316
1095	0.1583741358
1096	0.1583378591
1097	0.1582790417
1098	0.1582395533
1099	0.1581922322
1100	0.1581631863
1101	0.1580639885
1102	0.1580103069
1103	0.1579719029
1104	0.1579294887
1105	0.1578678009
1106	0.1578135397
1107	0.1577743899
1108	0.1577302508
1109	0.1576580895
1110	0.1576158284
1111	0.1575584431
1112	0.1575166648
1113	0.1574667438
1114	0.1574368459
1115	0.1574144966
1116	0.157368509
1117	0.15731953
1118	0.1572697897
1119	0.1572095828
1120	0.1571474674
1121	0.157079014
1122	0.1570329742
1123	0.1569927585
1124	0.1569636096
1125	0.1568832239
1126	0.1568621102
1127	0.156832819
1128	0.1567990482
1129	0.1567543663
1130	0.1567054851
1131	0.1566648021
1132	0.1566158023
1133	0.156576556
1134	0.1565449204
1135	0.1565287574
1136	0.156475135
1137	0.1564353996
1138	0.1563900039
1139	0.1563681163
1140	0.1563231485
1141	0.1562880622
1142	0.1562673053
1143	0.1562329129
1144	0.1561955861
1145	0.1561508259
1146	0.1561106331
1147	0.1560581984
1148	0.1559987138
1149	0.1559607485
1150	0.1559188131
1151	0.155891563
1152	0.1558570266
1153	0.155745628
1154	0.1556907226
1155	0.1556539762
1156	0.1556041767
1157	0.1555785252
1158	0.1555504994
1159	0.1554939114
1160	0.1554434733
1161	0.1554138917
1162	0.1553485679
1163	0.1553132231
1164	0.1552677938
1165	0.1552297655
1166	0.1551674203
1167	0.1551244416
1168	0.1550841867
1169	0.1550414526
1170	0.1549914118
1171	0.1549490009
1172	0.1548949462
1173	0.1548641585
1174	0.1548111525
1175	0.1547681297
1176	0.1547291862
1177	0.154683913
1178	0.154665243
1179	0.1546193608
1180	0.1545650556
1181	0.1544865629
1182	0.1544532094
1183	0.1544246092
1184	0.1543810484
1185	0.1543375325
1186	0.154296498
1187	0.1542113363
1188	0.1541800823
